Sr No,startup,vertical,city,investors,round,amount,year,state
4133,New Delhivery,Logistics,Gurugram,"Steadview Capital, Canada Pension Plan Investment Board",Undisclosed,1743,2020,Haryana
4134,News Reach,Media,Ahmedabad,Mumbai Angels Network,Undisclosed,0,2020,Gujarat
4135,NewsBytes,Media,Gurugram,North Base Media,Undisclosed,12,2020,Haryana
4136,NewsReach,Media,Ahmedabad,"Mumbai Angels, JITO Angel Network.",Undisclosed,124,2020,Gujarat
4137,Newton School,Event Management,Bengaluru,Nexus Venture Partners,Undisclosed,54,2020,Karnataka
4138,Nimesa,AI,Bengaluru,Ideaspring capital,Undisclosed,0,2020,Karnataka
4139,Ninjacart,AgriTech,Bengaluru,"Tiger Global Management, Sequoia Capital India",Undisclosed,8300,2020,Karnataka
4140,Ninjacart,AgriTech,Bengaluru,"Flipkart India, Singapore-based GEC3",Undisclosed,8,2020,Karnataka
4141,NIRA,Finance,Bengaluru,"Techstars Bangalore Accelerator, Techstars",Undisclosed,83,2020,Karnataka
4142,NIRA,Finance,Bengaluru,Angel investors,Undisclosed,17,2020,Karnataka
4143,NirogStreet,Healthcare,Gurugram,"Sriharsha Majety, Rahul Jaimini",Undisclosed,0,2020,Haryana
4144,Nium,FinTech,Mumbai,"VisaVentures, BRI Ventures",Undisclosed,0,2020,Maharashtra
4145,NoBroker,Consumer Internet,Bengaluru,General Atlantic,Undisclosed,246,2020,Karnataka
4146,NOTO,Food,Mumbai,WEH Ventures,Undisclosed,0,2020,Maharashtra
4147,NuNu TV,Media,New Delhi,Risers Accelerators,Undisclosed,5,2020,Delhi
4148,Nupay,FinTech,Gurugram,Venture Catalysts,Undisclosed,0,2020,Haryana
4149,Nutrova,Healthcare,Mumbai,DSG Consumer Partners,Undisclosed,0,2020,Maharashtra
4150,NWNT (No Worry No Tension Healthcare),Healthcare,New Delhi,Amit Burman,Undisclosed,0,2020,Delhi
4151,Nykaa,Consumer Internet,Mumbai,"Nexus Venture Partners, Capria Ventures",Undisclosed,915,2020,Maharashtra
4152,Nykaa,Consumer Internet,Mumbai,Steadview Capital,Undisclosed,204,2020,Maharashtra
4153,Nykaa,Consumer Internet,Mumbai,Steadview capital,Undisclosed,108,2020,Maharashtra
4154,Nykaa,Consumer Internet,Mumbai,Steadview capital,Undisclosed,72,2020,Maharashtra
4155,Nykaa,Consumer Internet,Mumbai,"Alia Bhatt, Katrina Kaif",Undisclosed,0,2020,Maharashtra
4156,OckyPocky,EdTech,Haryana,"SucSEED Venture Partners, ah! Ventures",Undisclosed,33,2020,Haryana
4157,Oda Class,EdTech,Bengaluru,Yuanfudao,Undisclosed,0,2020,Karnataka
4158,Odwen,AgriTech,Noida,Prospect Partners.,Undisclosed,5,2020,Uttar Pradesh
4159,Oga Fit,Healthcare,Bengaluru,"Sanjay Ramakrishnan, Ravi Garikipati",Undisclosed,25,2020,Karnataka
4160,Oga Fit,Healthcare,Bengaluru,"Inflection Point Ventures, Mitesh Shah",Undisclosed,17,2020,Karnataka
4161,Oga Fit,Healthcare,Bengaluru,Inflection Point Ventures,Undisclosed,3,2020,Karnataka
4162,Ola,Transportation,Bengaluru,Matrix Partners,Undisclosed,221,2020,Karnataka
4163,Ola,Transportation,Bengaluru,Pawan Munjal Family Trust Fund,Undisclosed,8,2020,Karnataka
4164,OM Bhakti,E-Commerce,Bengaluru,Venture Catalysts,Undisclosed,0,2020,Karnataka
4165,Omatra Hotels,Hospitality,Kolkata,Capify,Undisclosed,0,2020,West Bengal
4166,OneCode,E-Commerce,Gurugram,WaterBridge Ventures,Undisclosed,166,2020,Haryana
4167,Onsitego,Services,Mumbai,"Accel, Zodius Capital",Undisclosed,2499,2020,Maharashtra
4168,Onsitego,Services,Mumbai,Zodius Growth Fund,Undisclosed,156,2020,Maharashtra
4169,OpenApp,Software,Bengaluru,Unicorn India Ventures,Undisclosed,4,2020,Karnataka
4170,Origa,E-Commerce,Andheri,"500 Startups, ah! Ventures",Undisclosed,166,2020,Maharashtra
4171,Origo Commodities India Pvt. Ltd,AgriTech,Gurugram,"Rajasthan Venture Capital Fund, AIM Smart City",Undisclosed,42,2020,Haryana
4172,Otipy,E-Commerce,New Delhi,Inflection Point Ventures,Undisclosed,83,2020,Delhi
4173,OurEye.ai,Food,Bengaluru,"100X VC, Amara Ventures",Undisclosed,99,2020,Karnataka
4174,Oye! Rickshaw,Transportation,New Delhi,Chiratae Ventures,Undisclosed,82,2020,Delhi
4175,Oziva,Personal Care,Mumbai,Matrix Partners,Undisclosed,41,2020,Maharashtra
4176,PadCare Labs,Healthcare,Pune,Venture Center,Undisclosed,0,2020,Maharashtra
4177,PagarBook,FinTech,Bengaluru,"Sequoia Capital, India Quotient",Undisclosed,1249,2020,Karnataka
4178,PakkaProfile,Social Media,Bengaluru,"NABVENTURES, Omnivore",Undisclosed,83,2020,Karnataka
4179,Pando,Logistics,Chennai,Chiratae ventures,Series A,74.25,2020,Tamil Nadu
4180,Pando,Logistics,Chennai,Chiratae Ventures,Undisclosed,9,2020,Tamil Nadu
4181,Pandorum,BioTech,Bengaluru,"021 Capital, Karnataka Information Technology Venture Capital Fund",Undisclosed,420,2020,Karnataka
4182,Paper Boat,Food,Bengaluru,"Advent Management, A91 Emerging Fund, Trifecta Venture",Undisclosed,33,2020,Karnataka
4183,Paper Boat,Food,Gurugram,"Sofina Ventures, A91 Emerging fund, SCI Growth Investment II, Catamarann Ventures",Undisclosed,30,2020,Haryana
4184,Pariksha,EdTech,Pune,"INSEAD Angels, IIT Kanpur Angels, Sixth Sense Ventures, Saahil Bhatia",Undisclosed,0,2020,Maharashtra
4185,Park+,Food,Gurugram,"Sequoia Capital, Matrix Partners India",Undisclosed,8,2020,Haryana
4186,ParkSmart,Transportation,New Delhi,Ah! Ventures,Undisclosed,2,2020,Delhi
4187,PayMart,FinTech,Chandigarh,"IIM Ahmedabad’s incubator (CIIE.CO),Chandigarh Angels Network",Undisclosed,0,2020,Chandigarh
4188,Paytm,E-Commerce,Bengaluru,One97 Communications,Undisclosed,46,2020,Karnataka
4189,Pedagogy,EdTech,Ahmedabad,Inflection Point Ventures,Undisclosed,3,2020,Gujarat
4190,Peel Works,Logistics,Mumbai,CESC Ventures,Undisclosed,0.35,2020,Maharashtra
4191,Peel-Works,Logistics,Mumbai,Lightspeed India,Undisclosed,290,2020,Maharashtra
4192,Pepperfry,Content Creation,Mumbai,"Tiger Global Management, William Bissell",Undisclosed,415,2020,Maharashtra
4193,Pepperfry,E-Commerce,Mumbai,Pidilite Industries,Undisclosed,328,2020,Maharashtra
4194,Pepperfry,Healthcare,Mumbai,"Kunal Bahl, Rohit Bansal",Undisclosed,3,2020,Maharashtra
4195,Peppermint,E-Commerce,Mumbai,"Venture Catalysts, Naveen Kshatriya,",Undisclosed,0,2020,Maharashtra
4196,Pesto,Healthcare,New Delhi,"Digital Finance Group, FundersClub",Undisclosed,0,2020,Delhi
4197,PetPooja,Pet Care,Ahmedabad,Udaan,Undisclosed,16,2020,Gujarat
4198,Phable,Healthcare,Bengaluru,Inflection Point Ventures,Undisclosed,8,2020,Karnataka
4199,Phenom People,HR Tech,Hyderabad,WestBridge Capital,Undisclosed,22,2020,Telangana
4200,Phone Pe,FinTech,Bengaluru,Flipkart,Undisclosed,191,2020,Karnataka
4201,Phone Pe,FinTech,Bengaluru,"Flipkart, Walmart",Undisclosed,83,2020,Karnataka
4202,Phone Pe,FinTech,Bengaluru,Accelerator MOX,Undisclosed,0,2020,Karnataka
4203,Phool.co,Technology,Kanpur,Kaplan Foundation,Undisclosed,35,2020,Uttar Pradesh
4204,Pickright Technologies,FinTech,Bengaluru,"Sanjay Mehta, Vikram Pandya, Gaurav Gupta, Vivel Srivatsav, Madhavi Bollipalli, Srinivas Paanem, Satish Bogullu",Undisclosed,1,2020,Karnataka
4205,Pickrr,Logistics,New Delhi,Swastika,Undisclosed,1665,2020,Delhi
4206,Picxy,Internet,Hyderabad,"FirstCheque, Angellist India, Aakrit Vaish, Ranjith Radhakrishnan",Undisclosed,2,2020,Telangana
4207,Piggy Ride,Transportation,Bengaluru,"JAFCO Asia, Artha Venture Fund",Undisclosed,15,2020,Karnataka
4208,Pine Labs,FinTech,Noida,Mastercard,Undisclosed,0,2020,Uttar Pradesh
4209,Pitstop,Consumer Internet,Bengaluru,"Clairvest Group, Ontario Centres of Excellence",Undisclosed,84,2020,Karnataka
4210,Pitstop,Consumer Internet,Bengaluru,TPG-backed Group Landmark,Undisclosed,21,2020,Karnataka
4211,Pixr10,Media,Ghaziabad,"Lightspeed India Partners, Blume Ventures, GrowX ventures",Undisclosed,41,2020,Uttar Pradesh
4212,PlanetSpark,EdTech,Gurugram,"Indian Angel Network, Lead Angels, Hyderabad Angels",Undisclosed,4,2020,Haryana
4213,PlayerzPot,FinTech,Mumbai,"Venture Catalysts, SOSV",Undisclosed,83,2020,Maharashtra
4214,Plop,Food,Mumbai,"Better Capital, LetsVenture, Rohit Chanana, Jayant Kadambi, Sunil Kumar Singhvi",Undisclosed,0,2020,Maharashtra
4215,Plum,Healthcare,Bengaluru,"Surge, Tanglin Venture Partners",Undisclosed,340,2020,Karnataka
4216,Plum,Healthcare,Thane,"Ronald Conway, Bay Partners",Undisclosed,10,2020,Maharashtra
4217,Plum,Healthcare,Bengaluru,Incubate Fund,Undisclosed,8,2020,Karnataka
4218,Pocket FM,Entertainment,Bengaluru,"RPSG Ventures, Amicus Capital",Undisclosed,415,2020,Karnataka
4219,Pocket FM,Entertainment,Bengaluru,Gameskraft,Undisclosed,14,2020,Karnataka
4220,Portea Medical,Healthcare,Bengaluru,Lightstone Global Funds,Undisclosed,151,2020,Karnataka
4221,Postman,Software,Bengaluru,Insight Partners,Undisclosed,1230,2020,Karnataka
4222,Power Gummies,Healthcare,New Delhi,Venture Catalysts,Undisclosed,0,2020,Delhi
4223,PratiLipi,Consumer Internet,Bengaluru,Tencent,Undisclosed,77,2020,Karnataka
4224,Pravasirojgar,Careers,Mumbai,GoodWorker.,Undisclosed,2749,2020,Maharashtra
4225,Prayaan Capital,FinTech,Chennai,Accion Venture Lab,Undisclosed,10,2020,Tamil Nadu
4226,Precily,Social Media,Bengaluru,"Windrose Capital, Anil Advani",Undisclosed,0,2020,Karnataka
4227,Prescinto,Logistics,Ahmedabad,"Startup incubator, Accelerator Venture Catalysts",Undisclosed,0,2020,Gujarat
4228,Prescribe,SaaS,Chennai,"Jonathan Swanson, Ankush Gera",Undisclosed,0,2020,Tamil Nadu
4229,Pristyn Care,Healthcare,Gurugram,"Sequoia Capital India, Hummingbird Ventures",Undisclosed,915,2020,Haryana
4230,Probus Smart Things,Food,New Delhi,Unicorn India Ventures,Undisclosed,0,2020,Delhi
4231,Procol,Logistics,New Delhi,Sequoia Surge,Undisclosed,31,2020,Delhi
4232,ProEves,Healthcare,New Delhi,1Crowd,Undisclosed,0,2020,Delhi
4233,Prolixr,EdTech,Gurugram,"Alfa Ventures, Divij Bajaj",Undisclosed,0,2020,Haryana
4234,ProPhysio,Healthcare,Bengaluru,Nestavera Ventures.,Undisclosed,1,2020,Karnataka
4235,Protinus Fashion Social Media Pvt Ltd,Personal Care,Mumbai,SucSEED Ventures,Undisclosed,0,2020,Maharashtra
4236,Public,Sports,New Delhi,"Triodos, Caspian",Undisclosed,249,2020,Delhi
4237,Pulse,FinTech,Mumbai,Undisclosed,Undisclosed,62,2020,Maharashtra
4238,PumPumPum,E-Commerce,Gurugram,Undisclosed,Undisclosed,30,2020,Haryana
4239,PumPumPum,E-Commerce,Gurugram,LetsVenture Syndicate,Undisclosed,2,2020,Haryana
4240,PurohitJi,Services,Bengaluru,Bhadresh,Undisclosed,0,2020,Karnataka
4241,Purple Style Labs,EdTech,Mumbai,"Jitendra Gupta, Astarc Ventures.",Undisclosed,7,2020,Maharashtra
4242,Purplle,E-Commerce,Mumbai,Verlinvest,Undisclosed,1,2020,Maharashtra
4243,Qapita,Entertainment,Hyderabad,"Alto Partners, Mission Holdings",Undisclosed,166,2020,Telangana
4244,Qin1,AI,Noida,Venture Catalysts,Undisclosed,0,2020,Uttar Pradesh
4245,QShala,EdTech,Bengaluru,Undisclosed,Undisclosed,25,2020,Karnataka
4246,QTalk,Communication,Bengaluru,"Accel India, Lightspeed Venture Partners",Undisclosed,13,2020,Karnataka
4247,QuaQua,AgriTech,Hyderabad,Anthill Ventures,Undisclosed,8,2020,Telangana
4248,Quicko,FinTech,Ahmedabad,"Zerodha fintech fund, Rainmatter",Undisclosed,0,2020,Gujarat
4249,Quintype Technologies,Data Analytics,Bengaluru,IIFL AMC,Undisclosed,291,2020,Karnataka
4250,Quintype Technologies,Data Analytics,Bengaluru,"IIFL Asset Management, Raghav Bahl",Undisclosed,3,2020,Karnataka
4251,Qure ai,Healthcare,Mumbai,Sequoia India,Undisclosed,131,2020,Maharashtra
4252,Qyuki,Media,Mumbai,Info Edge Venture Fund,Undisclosed,29,2020,Maharashtra
4253,qZense,AgriTech,Bengaluru,"Venture Catalysts, 9Unicorns Accelerator Fund",Undisclosed,498,2020,Karnataka
4254,RACEnergy,AgriTech,Hyderabad,"GrowX ventures, Prophetic Ventures",Undisclosed,0,2020,Telangana
4255,Rage Coffee,Food,New Delhi,Refex Capital,Undisclosed,0,2020,Delhi
4256,Railofy,Logistics,Mumbai,Oaks Asset Management,Undisclosed,374,2020,Maharashtra
4257,Railofy,Logistics,Mumbai,Chiratae Ventures.,Undisclosed,75,2020,Maharashtra
4258,RailYatri,Travel,Noida,"Nandan Nilekani, Samsung Venture Investment Corporation",Undisclosed,113,2020,Uttar Pradesh
4259,Rapawalk,Sports,Bengaluru,"Better Capital, Gunosy",Undisclosed,415,2020,Karnataka
4260,Rare Planet,E-Commerce,Kolkata,"Sujeet Kumar, Hemesh Singh",Undisclosed,33,2020,West Bengal
4261,Rare Planet,E-Commerce,Kolkata,"Riso Investments, Lenskart",Undisclosed,0,2020,West Bengal
4262,Raskik,AgriTech,Hyderabad,"Venture Catalysts, 9Unicorns",Undisclosed,83,2020,Telangana
4263,Razorpay,FinTech,Bengaluru,"Stride Ventures, YourNest Venture Capital",Undisclosed,249,2020,Karnataka
4264,Rebel Foods,Food,Mumbai,Coatue Management,Undisclosed,415,2020,Maharashtra
4265,Rebel Foods,Food,Mumbai,Coatue Management,Undisclosed,410,2020,Maharashtra
4266,Rebel Foods,Food,Mumbai,Coatue Management,Undisclosed,217,2020,Maharashtra
4267,Rebel Foods,Food,Mumbai,Alteria Capital,Undisclosed,40,2020,Maharashtra
4268,Recko,FinTech,Bengaluru,Vertex Ventures,Undisclosed,49,2020,Karnataka
4269,Recordent,Entertainment,Hyderabad,Undisclosed,Undisclosed,0,2020,Telangana
4270,Refrens,FinTech,Bengaluru,"Vijay Shekhar Sharma, Anupam Mittal",Undisclosed,8,2020,Karnataka
4271,Reliance Retail Ventures,Services,Mumbai,"General Atlantic, Kohlberg Kravis Roberts",Undisclosed,6640,2020,Maharashtra
4272,Reliance Retail Ventures,Services,Mumbai,"Accel, Steadview Capital",Undisclosed,4565,2020,Maharashtra
4273,Reliance Retail Ventures,Services,Mumbai,Silver Lake Partners,Undisclosed,844,2020,Maharashtra
4274,Reliance Retail Ventures,Services,Mumbai,"Lightspeed, Elevation, Deepika Padukone",Undisclosed,266,2020,Maharashtra
4275,Remedo,Healthcare,Bengaluru,River Rock Ventures. Inflection Point Ventures,Undisclosed,0,2020,Karnataka
4276,ReNEWate,Technology,Pune,"Rohit Bansal, Rohan Ranavat",Undisclosed,0,2020,Maharashtra
4277,Rentmojo,Consumer Internet,Bengaluru,"Chiratae Ventures, Accel Partners, BCIP Venture Associates, Bain Capital, Renaud Laplanche",Undisclosed,26,2020,Karnataka
4278,Rentmojo,Consumer Internet,Bengaluru,"Gautam Dalmia, Pratithi Investment Trust, Shri Investment",Undisclosed,24,2020,Karnataka
4279,Rentomojo,Consumer Internet,Bengaluru,GMO Payment Gateway,Undisclosed,2,2020,Karnataka
4280,Rephrase.ai,AI,Bengaluru,"Techstars Bengaluru Accelerator, Techstars",Undisclosed,124,2020,Karnataka
4281,Ripsey,E-Commerce,Mumbai,Ah! Ventures,Undisclosed,1,2020,Maharashtra
4282,Riskcovry,FinTech,Mumbai,"Bharat Inclusion Seed Fund, Varanium Capital, and Better Capital",Undisclosed,0,2020,Maharashtra
4283,Rivigo,Logistics,Gurugram,"Elevation Capital, Trifecta Capital Advisors",Undisclosed,1574,2020,Haryana
4284,Rivigo,Logistics,Gurugram,Trifecta Capital,Undisclosed,3,2020,Haryana
4285,RoomSoom,Real Estate,Noida,Mumbai Angels Network,Undisclosed,0,2020,Uttar Pradesh
4286,Rooter,Sports,New Delhi,"Paytm, leAD Sports, Rockstud Capital, Founder Bank Capital",Undisclosed,14,2020,Delhi
4287,Routematic,Logistics,Bengaluru,HeroMotoCorp Ltd and Sachin Bansal,Undisclosed,2900,2020,Karnataka
4288,Rupeek,FinTech,Bengaluru,"KB Investment, Bertelsmann India Investments",Undisclosed,3735,2020,Karnataka
4289,Rupeek,FinTech,Bengaluru,"GGV Capital, Bertelsmann India Investments, Binny Bansal, Sequoia India, Accel Partners",Undisclosed,246,2020,Karnataka
4290,Rupifi,Food,Bengaluru,"Ashneer Grover, Kunal Shah, Ramakant Sharma",Undisclosed,0,2020,Karnataka
4291,RuralBasket,Food,Tirunelveli,Nativelead Foundation,Undisclosed,42,2020,Tamil Nadu
4292,Rusk Media,Healthcare,New Delhi,"InfoEdge Venture Fund, Sprout Venture Partners",Undisclosed,0,2020,Delhi
4293,Sabse,E-Commerce,Mumbai,Angel investors,Undisclosed,0,2020,Maharashtra
4294,Salesken,Consumer Internet,Bengaluru,Sequoia India,Undisclosed,66,2020,Karnataka
4295,Samadhan,Healthcare,New Delhi,Venture Catalysts,Undisclosed,0,2020,Delhi
4296,Samosa Party,E-Commerce,Bengaluru,Inflection Point Ventures,Undisclosed,0,2020,Karnataka
4297,Samosa Singh,Food,Bengaluru,She Capital,Undisclosed,2,2020,Karnataka
4298,Samunnati Financial Intermediation & Services Pvt. Ltd,Finance,Chennai,"responsAbility, Accel",Undisclosed,1665,2020,Tamil Nadu
4299,Samya AI,AI,Hyderabad,Sequoia India,Undisclosed,1,2020,Telangana
4300,Sanfe,Healthcare,New Delhi,"SucSEED Venture Partners, BIRAC, Elixir Pharma, Titan Capital",Undisclosed,9,2020,Delhi
4301,Sapio Analytics,Data Analytics,Mumbai,Undisclosed,Undisclosed,12,2020,Maharashtra
4302,Sarva,Sports,Mumbai,"Mantra Capital, Patni Family",Undisclosed,0,2020,Maharashtra
4303,SaScan,Healthcare,Bengaluru,Unicorn India ventures,Undisclosed,0,2020,Karnataka
4304,Sascan Meditech pvt ltd,Healthcare,Thiruvananthapuram,Unicorn India Ventures,Undisclosed,0,2020,Kerala
4305,Satin Creditcare,FinTech,New Delhi,Austrian Bank,Undisclosed,1,2020,Delhi
4306,SATYA Microcapital,Finance,New Delhi,BlueOrchard Finance Limited,Undisclosed,78.72,2020,Delhi
4307,Satyukt,AgriTech,Bengaluru,"Eight Roads Ventures, On Mauritius",Undisclosed,42,2020,Karnataka
4308,SAWO Labs,Software,Mumbai,"StartupXseed Ventures, 100X.VC",Undisclosed,50,2020,Maharashtra
4309,Seal Professional,SaaS,Bengaluru,Equanimity Ventures,Undisclosed,0,2020,Karnataka
4310,SenseHawk,AI,Bengaluru,"Falcon Edge Capital, SAIF Partners",Undisclosed,415,2020,Karnataka
4311,Servify,SaaS,Mumbai,"Blume Ventures, Tetrao",Undisclosed,1908,2020,Maharashtra
4312,Servify,SaaS,Mumbai,"Blume Ventures, Tetrao",Undisclosed,944,2020,Maharashtra
4313,Servify,SaaS,Mumbai,"Iron Pillar, Blume Ventures",Undisclosed,93,2020,Maharashtra
4314,Servify,SaaS,Mumbai,Barkawi,Undisclosed,2,2020,Maharashtra
4315,Settl,Real Estate,Gurugram,"Sojitz, SIG Global India Fund",Undisclosed,1,2020,Haryana
4316,Setu,FinTech,Bengaluru,"Lightspeed Venture, Falcon Edge, Bharat Inclusive Technologies Seed Fund.",Undisclosed,117,2020,Karnataka
4317,Shadez,Personal Care,Mumbai,Inflection Point Ventures,Undisclosed,1,2020,Maharashtra
4318,ShareChat,Social Media,Bengaluru,"Lightspeed venture partners, saif partners",Undisclosed,3325,2020,Karnataka
4319,ShareChat,Social Media,Bengaluru,"All About Inc, Beenext Pte Led, Beenos Asia, DG Ventures, Kanamori Assagement Singapore, Rebright Partners I, Rebright Partners II, Tetsuro Koda",Undisclosed,3,2020,Karnataka
4320,Shiksha,EdTech,Bengaluru,Mumbai Angels Network,Undisclosed,0,2020,Karnataka
4321,Shilpa Sciences,Healthcare,Bengaluru,"Peyush Bansal, Ritesh Malik",Undisclosed,266,2020,Karnataka
4322,Shiprocket,Logistics,Bengaluru,"Bertelsmann India Investments, InnoVen Capital",Undisclosed,623,2020,Karnataka
4323,Shiprocket,Logistics,Bengaluru,"Tribe Capital, Innoven Capital, BII",Undisclosed,107,2020,Karnataka
4324,ShipsKart,HR Tech,New Delhi,Betatron,Undisclosed,415,2020,Delhi
4325,Shipsy,Logistics,Gurugram,"DTDC, Udaan Angel Partners",Undisclosed,498,2020,Haryana
4326,Shop101,E-Commerce,Mumbai,"Stellaris Venture Partners, Unilever Ventures, Kalaari Capital, Vy Capital",Undisclosed,32,2020,Maharashtra
4327,ShopUp,E-Commerce,Bengaluru,Undisclosed,Undisclosed,1826,2020,Karnataka
4328,ShopX,E-Commerce,Bengaluru,Li and Fung,Undisclosed,12,2020,Karnataka
4329,Shuttl,Transportation,Gurugram,Susquehanna growth equity,Series C,66.4,2020,Haryana
4330,Shuttl,Transportation,New Delhi,SIG Global India Fund,Undisclosed,65,2020,Delhi
4331,Shuttl,Transportation,New Delhi,SIG Global India Fund LLP.,Undisclosed,1,2020,Delhi
4332,SignalX,FinTech,Bengaluru,"Orios Venture Partners, Matrix Partners India",Undisclosed,2075,2020,Karnataka
4333,SignalX,FinTech,Bengaluru,Undisclosed,Undisclosed,62,2020,Karnataka
4334,Signzy,FinTech,Bengaluru,"Stellaris Venture Partners, Mastercard",Undisclosed,249,2020,Karnataka
4335,Signzy,FinTech,Bengaluru,"A91 Partners, RB Investments Pte. Ltd",Undisclosed,166,2020,Karnataka
4336,Simsim,E-Commerce,Bengaluru,"Accel Partners, Shunwei Capital, Good Capital",Undisclosed,66,2020,Karnataka
4337,Sindhuja Microcredit,Finance,Noida,Nordic Microfinance Initiative,Undisclosed,71,2020,Uttar Pradesh
4338,SirionLabs,SaaS,Gurugram,"Tiger Global, Avatar Growth Capital",Undisclosed,361,2020,Haryana
4339,Skilancer Solar,Energy,Noida,Venture Catalysts,Undisclosed,0,2020,Uttar Pradesh
4340,Skylo,IoT,Bengaluru,SoftBank Group,Undisclosed,77,2020,Karnataka
4341,Sleepy Owl Coffee,Food,New Delhi,Rukam Capital,Undisclosed,0,2020,Delhi
4342,Slice,Entertainment,Bengaluru,Gunosy,Undisclosed,50,2020,Karnataka
4343,Slintel,SaaS,Bengaluru,"AngelList, Investec",Undisclosed,349,2020,Karnataka
4344,Slurrp Farm,SaaS,Gurugram,Fireside Ventures,Undisclosed,166,2020,Haryana
4345,Smallcase,FinTech,Bengaluru,"Sequoia Capital India, Blume Ventures",Undisclosed,1111,2020,Karnataka
4346,Smallcase,FinTech,Bengaluru,"WEH Ventures, BEENEXT",Undisclosed,0,2020,Karnataka
4347,Smart Coin,FinTech,Bengaluru,LGT LightstoneAspada,Undisclosed,57,2020,Karnataka
4348,SmartClean,AgriTech,Bengaluru,"Seeds Capital, AIM Smart City",Undisclosed,281,2020,Karnataka
4349,SmarterBiz,Services,Bengaluru,"StartupXseed Ventures, Bhaskar Pramanik, MJ Aravinf, Ravi Viswanath, Ramesh Radhakrishnan, Ranjan Biswas, MJ Aniketh.",Undisclosed,9,2020,Karnataka
4350,SmartKarrot,Food,Bengaluru,Angel investors,Undisclosed,1,2020,Karnataka
4351,SmartVizX,Technology,Noida,Rockstud Capital,Undisclosed,11,2020,Uttar Pradesh
4352,SMECorner,FinTech,Mumbai,Paragon Partners,Undisclosed,246,2020,Maharashtra
4353,Snack Amor,Healthcare,Mumbai,Dr Srinivas Chunduru,Undisclosed,0,2020,Maharashtra
4354,SnackAmor,Healthcare,Mumbai,Undisclosed,Undisclosed,0,2020,Maharashtra
4355,Snackible,Food,Mumbai,"Times Group, Lightspeed",Undisclosed,415,2020,Maharashtra
4356,SOAL,Technology,Mumbai,"Krishnan Menon, Srinivas Kollipara",Undisclosed,83,2020,Maharashtra
4357,SoOLEGAL,Technology,New Delhi,"Accel, Stellaris Venture Partners",Undisclosed,332,2020,Delhi
4358,Soxytoes,Personal Care,New Delhi,Angel network,Undisclosed,0,2020,Delhi
4359,Spaciya Consultants,Services,Noida,Alok Garg,Undisclosed,4,2020,Uttar Pradesh
4360,SpeakIn,EdTech,Noida,Homage Ventures.,Undisclosed,0,2020,Uttar Pradesh
4361,Specsmaker,Personal Care,Chennai,Eight Road Ventures,Undisclosed,25,2020,Tamil Nadu
4362,Specsmakers,Personal Care,Chennai,Eight Roads Ventures,Undisclosed,249,2020,Tamil Nadu
4363,Spinny,E-Commerce,Gurugram,"Nandan Nilekani, Sanjeev Aggarwal",Undisclosed,358,2020,Haryana
4364,Spintly,Households,Goa,Saltwater Venture Sparks,Undisclosed,2,2020,Goa
4365,Spoonshot,AI,Bengaluru,"SRI Capital, Techstars Farm to Fork Accelerator",Undisclosed,83,2020,Karnataka
4366,Sprinng Foods,Food,Mumbai,"Mistletoe, Info Edge Asia",Undisclosed,0,2020,Maharashtra
4367,Spyne,AI,Gurugram,"Angellist, Smile Group, Manish Amin, Anil Goel, Anubhav Sonthalia, Deepak Mittal",Undisclosed,0,2020,Haryana
4368,SquadStack,FinTech,Bengaluru,"Chiratae Ventures, Blume Ventures",Undisclosed,249,2020,Karnataka
4369,Sreyas Holistic Remedies,Healthcare,Hyderabad,Blacksoil,Undisclosed,83,2020,Telangana
4370,Stack Finance,Finance,Bengaluru,"SOSV, MOX (Mobile Only Accelerator)",Undisclosed,0,2020,Karnataka
4371,STAGE,E-Commerce,Indore,Venture Catalysts,Undisclosed,83,2020,Madhya Pradesh
4372,Stanplus,Logistics,Hyderabad,Pegasus FinInvest,Undisclosed,12,2020,Telangana
4373,StayQrious,Education,Bengaluru,Y Combinator,Undisclosed,166,2020,Karnataka
4374,Stepathlon Lifestyle,Healthcare,Mumbai,"Josh Liberman, Mark Adams",Undisclosed,0,2020,Maharashtra
4375,Steradian Semiconductors,Electronics,Bengaluru,"AVANA Capital, Rebright Partners",Undisclosed,124,2020,Karnataka
4376,Stones2milestones,EdTech,Gurugram,Mumbai Angels,Undisclosed,249,2020,Haryana
4377,Strata,Real Estate,Bengaluru,"SAIF Partners, Mayfield India",Undisclosed,12,2020,Karnataka
4378,Strata,Real Estate,Bengaluru,"Propstack, SAIF Partners",Undisclosed,1,2020,Karnataka
4379,Stride Ventures,Finance,New Delhi,Jazal Group,Undisclosed,0,2020,Delhi
4380,StyleDotMe,Personal Care,New Delhi,Survam Partners,Undisclosed,4,2020,Delhi
4381,StyleNook,Personal Care,Mumbai,"Lead Angels Network, Stanford Angels",Undisclosed,0,2020,Maharashtra
4382,SucSEED,AgriTech,Hyderabad,Undisclosed,Undisclosed,415,2020,Telangana
4383,SucSEED,AgriTech,Hyderabad,"DR. Moti Vyas, Udit Goyal",Undisclosed,107,2020,Telangana
4384,SUGAR cosmetics,Personal Care,Mumbai,"Citi Ventures, Illuminated Funds Group",Undisclosed,1490,2020,Maharashtra
4385,SugarBox,Food,Mumbai,Zee Entertainment Enterprises Limited,Undisclosed,562,2020,Maharashtra
